22.296,598.714,576.216,570.533,563.929,678.151,577.824,563.939,547.103,563.74,571.733,556.338,563.755,541.782,553.94,558.109,523.703,550.588,524.796,555.1,567.874,545.199,584.206,23.704
22.708,714.941,522.757,510.502,531.84,611.443,566.87,527.876,663.004,569.23,597.447,596.095,532.266,600.163,533.592,564.556,495.219,519.665,465.758,558.777,567.05,573.95,521.814,27.911
22.421,564.296,609.754,2099.96,553.89,534.802,604.483,510.226,624.709,540.622,549.585,518.739,678.015,506.769,605.249,511.093,555.491,495.981,546.568,1870,498.579,539.879,554.084,22.694
24.566,623.74,636.311,551.448,623.715,601.776,605.702,609.574,616.155,567.69,620.696,591.688,479.733,490.032,575.663,579.201,562.04,496.084,485.622,473.077,502.556,479.449,492.083,23.18
22.678,579.625,403.159,2082.88,580.515,560.271,593.938,496.964,594.926,480.846,542.148,511.754,575.616,487.141,565.127,496.436,581.684,475.189,488.854,2038.71,584.53,561.516,545.694,22.768
24.53,685.975,622.717,577.909,495.034,608.577,504.924,610.239,545.216,595.147,552.761,609.316,539.304,534.899,511.672,596.226,460.424,502.8,495.545,558.669,519.673,534.793,593.566,22.532
23.675,562.724,611.702,2030.01,543.174,496.165,608.175,503.818,583.153,476.16,578.449,490.78,532.633,465.535,595.595,484.719,500.591,476.704,519.779,1975.35,577.518,537.148,548.623,21.528
23.017,507.955,607.019,507.365,567.943,581.039,661.777,534.073,544.31,539.916,600.054,633.223,521.52,537.72,562.709,584.935,579.261,530.614,483.141,547.671,465.561,476.37,557.06,21.012
23.001,535.451,572.751,2007.55,584.84,519.91,577.95,501.01,593.727,494.905,593.112,490.119,605.4,496.034,558.855,479.632,534.956,456.243,590.971,1946.84,563.733,529.936,605.94,23.06
23.038,572.434,466.32,512.626,419.782,577.315,701.424,525.21,509.268,526.388,552.158,513.59,536.993,469.096,548.225,590.955,505.43,581.365,557.939,576.28,600.254,646.493,568.915,23.154
22.248,569.019,574.403,2088.18,509.733,513.742,605.745,493.994,659.199,489.26,555.407,496.984,644.493,482.805,509.975,501.316,586.84,467.44,611.539,1995.98,540.084,517.26,557.188,22.452
23.219,618.219,717.687,669.701,546.383,549.034,588.559,475.167,635.041,569.885,578.782,502.35,559.271,630.838,562.881,521.472,578.504,539.202,560.628,494.422,534.959,554.317,629.253,21.824
23.825,522.867,485.98,2049.86,579.203,506.382,588.586,493.844,512.717,516.868,478.548,498.229,526.843,491.011,495.497,523.422,539.089,490.647,502.298,1977.54,422.201,526.788,674.317,22.875
23.009,440.684,569.827,461.463,597.032,462.651,598.025,488.269,583.514,528.053,605.34,449.117,569.191,456.976,570.725,496.495,461.159,493.19,607.527,532.827,616.787,592.641,575.989,23.385
23.416,573.914,558.104,2072.58,553.646,547.976,474.141,525.738,565.649,530.08,468.543,507.606,583.22,509.568,626.299,526.74,586.42,493.344,550.093,1881.49,451.654,544.709,603.444,22.892
18.951,769.255,646.102,608.654,583.828,606.747,618.488,589.201,562.699,589.009,599.045,595.14,607.092,616.909,569.698,577.5,561.156,557.113,545.518,554.723,578.929,581.017,579.388,23.687
