18.73,628.816,647.602,618.279,619.504,644.773,589.161,590.027,594.257,645.844,643.993,639.975,629.653,587.039,571.567,600.64,565.517,553.9,564.378,593.407,586.704,593.782,567.143,21.844
20.206,615.279,659.476,597.191,659.366,605.751,751.65,605.013,699.045,615.286,570.31,615.883,441.242,551.488,572.881,583.861,581.31,526.005,625.326,557.383,596.701,563.826,623.007,20.941
20.086,580.184,741.725,2172.865,582.004,642.551,600.497,594.349,666.122,673.694,655.699,586.276,611.923,572.201,556.35,584.259,507.164,528.419,565.058,2218.189,576.427,576.086,545.08,20.53
19.26,615.892,679.723,620.292,539.252,580.956,562.517,595.309,679.267,558.492,963.379,600.9,536.673,564.537,666.534,589.95,587.523,541.163,599.09,565.468,601.847,578.184,583.69,19.955
18.568,617.993,738.693,2299.696,651.573,588.594,619.976,561.981,617.987,605.341,691.732,421.111,702.16,580.133,524.712,571.436,566.136,509.455,561.714,2291.632,542.954,584.288,547.118,19.917
19.113,641.065,584.243,597.65,636.026,602.643,632.869,575.15,583.185,589.233,581.379,609.997,507.319,584.255,503.714,566.589,575.526,537.819,568.294,556.027,543.328,556.152,640.122,17.032
18.334,583.501,644.668,2104.798,673.256,579.315,561.63,543.257,611.27,590.017,542.919,559.832,585.023,546.277,537.804,564.718,569.134,533.657,569.608,2079.923,553.762,548.14,540.095,21.398
18.69,631.734,588.142,583.852,586.006,586.35,586.249,582.683,586.069,575.479,588.444,564.079,583.6,575.794,584.775,565.019,540.801,534.999,546.877,553.727,549.056,563.228,556.73,19.897
19.844,589.441,599.109,2103.7,623.679,591.111,576.604,552.359,567.672,593.746,592.627,559.13,582.622,542.286,573.353,550.767,536.929,523.869,560.828,2182.726,551.391,587.558,567.622,19.047
19.939,630.981,515.049,566.717,518.49,624.287,714.151,612.136,640.397,576.359,555.944,579.62,569.403,577.839,657.692,579.287,616.463,526.874,563.607,543.365,587.084,568.806,488.59,17.412
21.194,589.442,692.863,2241.591,570.47,648.12,512.2,557.736,483.153,577.251,641.957,549.896,621.178,575.442,608.116,558.038,579.164,533.256,553.324,1981.555,573.877,577.189,567.04,20.265
20.453,621.357,696.66,585.842,744.479,597.792,603.821,616.536,590.712,609.681,675.038,564.168,654.075,582.074,572.474,592.706,618.445,543.741,625.156,572.018,555.155,591.295,565.218,20.645
19.482,541.241,751.74,2119.114,588.122,571.372,538.218,566.993,627.769,584.863,670.491,575.619,581.498,531.076,615.149,598.021,537.971,523.904,525.145,2157.556,565.781,573.375,583.017,18.846
19.187,614.659,794.575,599.206,480.915,605.347,585.709,609.746,575.825,548.614,711.686,577.082,500.025,573.966,607.771,605.781,559.948,537.052,521.458,545.12,580.924,548.435,668.24,19.757
19.634,589.906,519.013,2095.621,603.961,602.923,664.241,596.914,546.468,567.545,832.421,613.164,608.702,614.47,544.468,597.184,577.482,553.293,582.202,2097.885,580.965,577.962,581.532,19.812
16.277,707.237,682.912,681.887,709.859,653.931,636.338,694.037,631.885,693.549,656.992,636.84,633.38,638.415,654.943,677.729,647.548,641.707,621.201,633.146,615.492,634.748,618.302,17.772
